10,10,10
6.30912,5.98536,6
1.39985,0.413453,0.4
-4.18098,-4.42714,-4.24
-6.92717,-6.20994,-6.256
-6.40136,-5.38783,-5.3664
-3.28056,-2.49179,-2.50816
0.619759,0.698902,0.781696
3.71054,3.13076,3.1009
4.81138,3.82145,3.71591
3.72478,2.72257,2.72155
1.47534,0.954897,0.837441
-1.02941,-1.0595,-1.00482
-2.63243,-2.18165,-2.0767
-2.74945,-2.03746,-2.10353
-1.86509,-1.3461,-1.28357
-0.268987,0.0344126,-0.114184
0.938101,0.784094,0.867002
1.44183,1.04924,1.30515
1.38918,1.04474,1.13361
0.761573,0.488954,0.542932
0.0174807,-0.0448601,-0.146782
-0.72804,-0.702736,-0.639841
-1.00335,-0.82661,-0.778351
-0.762777,-0.54386,-0.577819
-0.304258,-0.198396,-0.186266
0.342103,0.412369,0.201483
0.546926,0.393989,0.431089
0.546108,0.413599,0.442338
0.205516,0.0442578,0.274402
-0.0585431,-0.0756425,0.0302924
-0.228868,-0.183265,-0.177112
-0.220324,-0.126689,-0.272191
-0.159122,-0.103945,-0.239378
-0.0530156,-0.0248432,-0.117376
0.0179953,0.00284841,0.0271759
0.230802,0.283508,0.131947
0.223289,0.182735,0.162985
0.212984,0.223508,0.122621
0.0894577,0.085232,0.0412821
-0.0259496,0.00359217,-0.0403023
-0.0822599,-0.0248746,-0.0894489
-0.139649,-0.105801,-0.0929866
-0.220926,-0.227221,-0.0586221
0.0437903,0.169961,-0.00768169
0.0277523,-0.0252424,0.0361433
0.0972481,0.103732,0.056746
0.0372481,-0.00771007,0.0505297
0.0699774,0.0921941,0.0253448
0.00423858,-0.0153103,-0.00494102
-0.0226955,-0.0122547,-0.0271933
